"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Untitled abstract landscapes from S.M.S. No. 3","John Battan","378","(American, 1943–1976)","(American)","(1943)","(1976)","(Male)","1968","Offset lithograph","sheet (folded):  11 x 7 1/16 x 1/2"" (28.0 x 17.9 x  1.3 cm)","Gift of Carol O. Selle","460.1977.3a","Print","Drawings & Prints",1977-11-10,"Y",69491,"http://www.moma.org/collection/works/69491","http://www.moma.org/media/W1siZiIsIjMwNjYxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5ca864de53ef6f3",NA,1.3,NA,28,NA,NA,17.9,NA,NA
"Preliminary costume design for ""A Midsummer Night's Dream"" at the Heidelberg Festival","Hans Poelzig","8100","(German, 1869–1936)","(German)","(1869)","(1936)","(Male)","1926","Pencil on paper","7 3/4 x 5 3/8"" (19.7 x 13.7 cm)","Committee on Architecture and Design Funds","320.2014.28","Architecture","Architecture & Design",2014-05-19,"Y",184438,"http://www.moma.org/collection/works/184438","http://www.moma.org/media/W1siZiIsIjMwMjc4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db518c470162a43e",NA,NA,NA,19.6850393701,NA,NA,13.6525273051,NA,NA
"Self-Portrait","Chuck Close","1156","(American, born 1940)","(American)","(1940)","(0)","(Male)","1993","Woven silk tapestry","composition  44 3/4 x 32 3/4"" (113.6 x 83.2 cm)
irreg. sheet  53 7/8 x 38 1/16"" (136 x 96.7 cm)","Gift of Eileen and Peter Norton","6.2000","Print","Drawings & Prints",1999-11-18,"Y",59672,"http://www.moma.org/collection/works/59672",NA,NA,NA,NA,113.6,NA,NA,83.2,NA,NA
"In Memoriam Karl Liebknecht (Gedenkblatt für Karl Liebknecht)","Käthe Kollwitz","3201","(German, 1867–1945)","(German)","(1867)","(1945)","(Female)","1920","Woodcut","composition: 13 3/4 x 19 5/8"" (34.9 x 49.9 cm); sheet: 18 3/4 x 25 1/16"" (47.7 x 63.7 cm)","The Philip and Lynn Straus Foundation Fund","615.1998","Print","Drawings & Prints",1998-11-12,"Y",71889,"http://www.moma.org/collection/works/71889","http://www.moma.org/media/W1siZiIsIjExNzY1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e78b0b847fbe2c44",NA,NA,NA,34.9,NA,NA,49.9,NA,NA
"Hopi Indian, New Mexico","Dorothea Lange","3373","(American, 1895–1965)","(American)","(1895)","(1965)","(Female)","c. 1923","Gelatin silver print","10 1/2 × 11 9/16"" (26.7 × 29.4 cm)","Purchase","808.1968","Photograph","Photography",1967-11-21,"Y",56498,"http://www.moma.org/collection/works/56498","http://www.moma.org/media/W1siZiIsIjIwMTc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2aebd2ee93e6470",NA,NA,NA,26.7,NA,NA,29.4,NA,NA
"DE CHACO (Plate 4 from PRINTS IN THE DESERT)","Jack Garver","7753","(American)","(American)","(0)","(0)","(Male)","1950","Lithograph",NA,"Purchase Fund","316.1950.4","Print","Drawings & Prints",1950-10-11,"N",66765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Futurismo Artecrazia letterhead (Letter to Arthur Cohen)","Unknown Designer","6011","(Nationality unknown)","(Nationality unknown)","(0)","(0)","()","1976","Letterpress","13 × 8 5/8"" (33 × 21.9 cm)","Elaine Lustig Cohen Collection, Gift of Lawrence Benenson and the Committee on Architecture and Design Funds","1470.2015.1-7","Design","Architecture & Design",2015-10-19,"N",198574,NA,NA,NA,NA,NA,33.0200660401,NA,NA,21.9075438151,NA,NA
"House on the Boulevard Anspach","James Ensor","1739","(Belgian, 1860–1949)","(Belgian)","(1860)","(1949)","(Male)","1888","Etching and drypoint","plate: 5 1/2 x 3 9/16"" (14 x 9 cm); sheet: 9 13/16 x 6 5/16"" (25 x 16 cm)","Given anonymously","503.1942","Print","Drawings & Prints",1942-11-19,"Y",70204,"http://www.moma.org/collection/works/70204","http://www.moma.org/media/W1siZiIsIjEyMjc5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa13e76d71c4dcf6",NA,NA,NA,14,NA,NA,9,NA,NA
"Have you seen my language?","Matt Keegan","48637","(American, born 1976)","(American)","(1976)","(0)","(Male)","2016","Chromogenic color print","20 5/8 × 15 5/8"" (52.4 × 39.7 cm)","Committee on Photography Fund","256.2018.25","Photograph","Photography",2018-05-17,"Y",290481,"http://www.moma.org/collection/works/290481","http://www.moma.org/media/W1siZiIsIjQzNzg2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=758d2148056dece0",NA,NA,NA,52.3876047752,NA,NA,39.6875793752,NA,NA
"Triad","Arthur B. Davies","1402","(American, 1862–1928)","(American)","(1862)","(1928)","(Male)","1917","Drypoint","plate: 4 3/4 × 3 9/16"" (12 × 9 cm)","Gift of Abby Aldrich Rockefeller","838.1940","Print","Drawings & Prints",1940-04-05,"Y",74387,"http://www.moma.org/collection/works/74387",NA,NA,NA,NA,12,NA,NA,9,NA,NA
"Untitled from Eagle (Adler)","Georg Baselitz","366","(German, born 1938)","(German)","(1938)","(0)","(Male)","1974, published 1975","One wood engraving from a portfolio of six woodcuts (four with paint additions; including covers), four etchings on chine collé (two with drypoint, one with aquatint and drypoint), and three wood engravings","composition (irreg.): 10 1/4 × 6 5/16"" (26 × 16 cm); sheet: 27 9/16 × 19 11/16"" (70 × 50 cm)","Gift of The Cosmopolitan Arts Foundation","117.1982.10","Print","Drawings & Prints",1982-05-05,"Y",155091,"http://www.moma.org/collection/works/155091","http://www.moma.org/media/W1siZiIsIjIzNzg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=856d663250e8588f",NA,NA,NA,26,NA,NA,16,NA,NA
"Plate (folio 25) from VIET NAM!","Antonio Frasconi","1975","(American, born Uruguay. 1919–2013)","(American)","(1919)","(2013)","(Male)","1967","Woodcut, printed in black","composition  21 1/16 x 13 15/16"" (53.5 x 35.4 cm)","Walter Bareiss Fund and Gift of Leo Auerbach (by exchange)","351.1987.11","Illustrated Book","Drawings & Prints",1987-10-20,"N",16164,NA,NA,NA,NA,NA,53.5,NA,NA,35.4,NA,NA
"Transformations in Modern Architecture","Imogen Cunningham","1332","(American, 1883–1976)","(American)","(1883)","(1976)","(Female)","1979","Offset lithograph","36 x 24"" (91.5 x 61.0 cm)","Gift of the designer","256.1980","Design","Architecture & Design",1980-01-08,"Y",5881,"http://www.moma.org/collection/works/5881",NA,NA,NA,NA,91.5,NA,NA,61,NA,NA
"Headpiece (page 75) from DESCRIPTION D'UN COMBAT","Jean-Michel Atlan","235","(French, born Algeria. 1913–1960)","(French)","(1913)","(1960)","(Male)","1945-1946",NA,"irreg. composition  2 7/16 x 6 7/8"" (6.2 x 17.5 cm)","Curt Valentin Bequest","38.1956.13","Illustrated Book","Drawings & Prints",1956-03-19,"N",10629,NA,NA,NA,NA,NA,6.2,NA,NA,17.5,NA,NA
"Untitled","Joseph Beuys","540","(German, 1921–1986)","(German)","(1921)","(1986)","(Male)","1948-82",NA,NA,"Gift of Maja Oeri and Hans Bodenmann","1150.2007.a-g","Installation","Painting & Sculpture",2007-12-10,"N",113843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Projection","Michael Snow","5500","(Canadian, born 1929)","(Canadian)","(1929)","(0)","(Male)","(1970)","Lithograph","Sheet and comp. 20 3/16 x 24"" (51.2 x 61.0 cm)","Donald Karshan Fund","456.1971","Print","Drawings & Prints",1971-05-18,"Y",69405,"http://www.moma.org/collection/works/69405","http://www.moma.org/media/W1siZiIsIjI3NTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5aa922756202f14c",NA,NA,NA,51.2,NA,NA,61,NA,NA
"Play Tic Tac Toe & Hope For The Best","Lawrence Weiner","6288","(American, born 1942)","(American)","(1942)","(0)","(Male)","1995","Multiple of pin","diameter: 1 1/2"" (3.8 cm)","Art & Project/Depot VBVR Gift","1115.2007","Multiple","Drawings & Prints",2007-11-12,"Y",109689,"http://www.moma.org/collection/works/109689","http://www.moma.org/media/W1siZiIsIjE0MDEwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30ad6029ca796094",NA,0,3.8,0,NA,NA,0,NA,NA
"Program Seven","Dennis Oppenheim","4415","(American, 1938–2011)","(American)","(1938)","(2011)","(Male)","1968-1972","Eight videos (black and white and color, sound and silent)","31:09 min.","Gift of the artist","663.1997.1-8","Video","Media and Performance",1997-07-01,"Y",120496,"http://www.moma.org/collection/works/120496",NA,NA,NA,NA,NA,NA,NA,NA,NA,1869
"Untitled","Unknown photographer","8595",NA,"()","(0)","(0)","()","1942-43","Gelatin silver print",NA,"Gift of Peter J. Cohen","668.2019","Photograph","Photography",2019-11-12,"N",400214,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
"""2 PEOPLE/2 PLACES"" from the portfolio DETAILS FROM THE EXCAVATION OF WOOSTER STREET","Richard Nonas","4330","(American, born 1936)","(American)","(1936)","(0)","(Male)","1972",NA,"irreg composition  8 11/16 x 13 1/8"" (22 x 33.4 cm)","John B. Turner Fund","23.1973.18","Print","Drawings & Prints",1973-01-04,"N",60296,NA,NA,NA,NA,NA,22,NA,NA,33.4,NA,NA
"Beach Picnic","Clyde Geronimi","41913","(Italian, 1901–1989)","(Italian)","(1901)","(1989)","(Male)","1939","35mm film",NA,"Purchase from Cinema Arts","F2012.769","Film","Film",2012-04-12,"N",161007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sunflowers from Seed to Seed","Edward Steichen","5623","(American, born Luxembourg. 1879–1973)","(American)","(1879)","(1973)","(Male)","1920-61","Gelatin silver print","13 11/16 × 10 9/16"" (34.7 × 26.9 cm)","Gift of the artist","236.1961","Photograph","Photography",1961-05-16,"N",49320,NA,NA,NA,NA,NA,34.7,NA,NA,26.9,NA,NA
"German Town (Deutsches Städtchen) (plate, folio 6 verso) from the periodical Der Bildermann, vol. 1, no. 3 (May 1916)","Rudolf Grossmann","2372","(German, 1882–1941)","(German)","(1882)","(1941)","(Male)","1916","Lithograph","composition: 11 1/4 x 8 7/16"" (28.6 x 21.5 cm); page: 14 x 11"" (35.5 x 28 cm)","Gift of Mrs. Bertha M. Slattery","330.1952.10","Periodical","Drawings & Prints",1952-11-07,"Y",15845,"http://www.moma.org/collection/works/15845","http://www.moma.org/media/W1siZiIsIjEzMzU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=035cef2579c04b69",NA,NA,NA,28.6,NA,NA,21.5,NA,NA
"Untitled from Objects","Donald Baechler","280","(American, born 1956)","(American)","(1956)","(0)","(Male)","1986","One from a portfolio of eight aquatints","each sheet  20 1/16 x 13 15/16"" (51 x 35.4 cm)","Elinor and Edmund Grasheim Annual Fund","164.1986.6","Print","Drawings & Prints",1986-05-20,"Y",133813,"http://www.moma.org/collection/works/133813","http://www.moma.org/media/W1siZiIsIjE3Njg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a91a7ec1490e9546",NA,NA,NA,51,NA,NA,35.4,NA,NA
"Space Seeing-Space Hearing","VALIE EXPORT","7816","(Austrian, born 1940)","(Austrian)","(1940)","(0)","(Female)","1973-1974","Video (black and white, sound)","6:19 min.","Purchase","194.2007.2","Video","Media and Performance",2007-04-11,"Y",109926,"http://www.moma.org/collection/works/109926","http://www.moma.org/media/W1siZiIsIjEyNzk0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7735fd80270d177b",NA,NA,NA,NA,NA,NA,NA,NA,379
"Maze from American Abstract Artists 60th Anniversary Print Portfolio","Ibram Lassaw","3400","(American, born Egypt. 1913–2003)","(American)","(1913)","(2003)","(Male)","1997","One from a portfolio of forty lithographs","composition (irreg.): 9 3/8 × 11 9/16"" (23.8 × 29.4 cm); sheet: 9 5/8 × 12 5/8"" (24.5 × 32.1 cm)","Gift of John Goodyear","135.1998.19","Print","Drawings & Prints",1998-03-05,"Y",62579,"http://www.moma.org/collection/works/62579","http://www.moma.org/media/W1siZiIsIjIyMTI0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a71921f05f93ca5e",NA,NA,NA,23.8,NA,NA,29.4,NA,NA
"Dirty Water","Ben Vautier","6115","(French, born Italy. 1935)","(French)","(1935)","(0)","(Male)","2002","Glass bottle with offset lable, containing liquid","overall: 2 9/16 x 1 1/8 x 1 1/8"" (6.5 x 2.8 x 2.8 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","3686.2008","Multiple","Drawings & Prints",2008-10-08,"Y",132116,"http://www.moma.org/collection/works/132116","http://www.moma.org/media/W1siZiIsIjM0NjUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b81c175eb7cb409b",NA,2.8,NA,6.5,NA,NA,2.8,NA,NA
"Bound from No Parking Anytime","Shahzia Sikander","8197","(Pakistani, born 1969)","(Pakistani)","(1969)","(0)","(Female)","2001","Photogravure with aquatint from a portfolio of nine photogravures, one with etching, two with aquatint, one with etching and aquatint, four with etching and chine collé, and one with etching, aquatint and chine collé","plate: 10 1/16 x 7 1/2"" (25.6 x 19 cm); sheet: 18 3/16 x 14 9/16"" (46.2 x 37 cm)","Johanna and Leslie J. Garfield Fund","367.2002.7","Print","Drawings & Prints",2002-11-20,"Y",98797,"http://www.moma.org/collection/works/98797","http://www.moma.org/media/W1siZiIsIjE5MjQzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7127028efd88515",NA,NA,NA,25.6,NA,NA,19,NA,NA
"Raspberry. Costume design for the ballet Juke-Box","Tom Lee","3456","(American, 1910–1971)","(American)","(1910)","(1971)","(Male)","1941","Watercolor, pencil, and pinned fabric on paper","17 7/8 × 11 7/8"" (45.4 × 30.2 cm)","Gift of Lincoln Kirstein","284.1942.6","Drawing","Drawings & Prints",NA,"Y",86157,"http://www.moma.org/collection/works/86157","http://www.moma.org/media/W1siZiIsIjQ0MzgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f51f9c88315ce4bb",NA,NA,NA,45.4025908052,NA,NA,30.2,NA,NA
"Letorei. Kniga stikhov (Summer Soarer: Book of Verse)","Maria Siniakova","12074","(Russian, 1898–1989)","(Russian)","(1898)","(1989)","(Female)","1915","Book","page (each): 9 x 6 15/16"" (22.8 x 17.7 cm)","Gift of The Judith Rothschild Foundation","457.2001","Illustrated Book","Drawings & Prints",2001-01-24,"Y",17439,"http://www.moma.org/collection/works/17439",NA,NA,NA,NA,22.8,NA,NA,17.7,NA,NA
"John Perreault from Face of the Poet","Alex Katz","3016","(American, born 1927)","(American)","(1927)","(0)","(Male)","1978","Aquatint from an illustrated book with fourteen aquatints","plate (irreg.): 6 x 6"" (15.2 x 15.2 cm); page: 14 3/16 × 19"" (36 × 48.3 cm)","Acquired with matching funds from James R. Epstein and the National Endowment for the Arts","180.1979.9","Illustrated Book","Drawings & Prints",1979-05-01,"Y",12889,"http://www.moma.org/collection/works/12889","http://www.moma.org/media/W1siZiIsIjE4OTc3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b23288546afd22f",NA,NA,NA,15.2,NA,NA,15.2,NA,NA
"Untitled from Favorite Objects","Christian Boltanski","649","(French, born 1944)","(French)","(1944)","(0)","(Male)","1998","One from a portfolio of 264 color Xeroxes","composition: 10 13/16 x 8 5/16"" (27.4 x 21.1 cm); sheet: 11 x 8 9/16"" (28 x 21.7 cm)","Gift of Lee and Ann Fensterstock, in honor of their daughters, Kate and Jane","155.1999.254","Print","Drawings & Prints",1999-05-20,"N",134181,NA,NA,NA,NA,NA,27.4,NA,NA,21.1,NA,NA
"Progressive proof of first 3 colors for Plate 6 (supplementary suite, plate 69) from FOUR TALES FROM THE ARABIAN NIGHTS","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","1941-1948",NA,"irreg. composition  14 3/4 x 11 1/8"" (37.4 x 28.2 cm)","The Louis E. Stern Collection","759.1964.B69","Illustrated Book","Drawings & Prints",1964-10-06,"N",23250,NA,NA,NA,NA,NA,37.4,NA,NA,28.2,NA,NA
"(Untitled) (Clapsed Hands with Plaster)","Kn Thurlbeck","5870","(American, born 1947)","(American)","(1947)","(0)","(Male)","1988","Photolithograph","15 9/16 × 12 15/16"" (39.5 × 33 cm)","E.T. Harmax Foundation Fund","451.1988.3","Photograph","Photography",1988-12-15,"N",53548,NA,NA,NA,NA,NA,39.5,NA,NA,33,NA,NA
"MALE FIGURE IN STUDIO (plate, folio 16) from HORST ANTES RADIERUNGEN","Horst Antes","194","(German, born 1936)","(German)","(1936)","(0)","(Male)","(Print executed 1964)","Etching, printed in black","plate  6 5/8 x 4 15/16"" (16.8 x 12.6 cm)","Monroe Wheeler Fund","573.1966.6","Illustrated Book","Drawings & Prints",1966-11-03,"N",18616,NA,NA,NA,NA,NA,16.8,NA,NA,12.6,NA,NA
"Dissemination","Lee Etheredge IV","27162","(American, born 1968)","(American)","(1968)","(0)","(Male)","2002","Typewriting on paper","15 3/4 x 20 1/2"" (40 x 52.1 cm)","Gift of Sarah-Ann and Werner H. Kramarsky","99.2004","Drawing","Drawings & Prints",2004-05-11,"Y",90679,"http://www.moma.org/collection/works/90679","http://www.moma.org/media/W1siZiIsIjI4NjM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4b7dde295e6d51e",NA,NA,NA,40.0051,NA,NA,52.0701,NA,NA
"Plate 4 of 11, from the illustrated book, He Disappeared into Complete Silence","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1995","Photogravure","plate: 7 × 4 15/16"" (17.8 × 12.5 cm); sheet: 11 1/16 × 8 1/16"" (28.1 × 20.4 cm)","Gift of the artist","1320.2012","Print","Drawings & Prints",2012-10-03,"N",150770,NA,NA,NA,NA,NA,17.8,NA,NA,12.5,NA,NA
"Aqueduct Dwellers (Acueductos habitados)","Alfredo Zalce","6537","(Mexican, 1908–2003)","(Mexican)","(1908)","(2003)","(Male)","1941","Woodcut","composition: 6 x 7 1/8"" (15.3 x 18.1 cm); sheet: 8 7/8 x 13 3/4"" (22.5 x 35 cm)","Inter-American Fund","811.1942","Print","Drawings & Prints",1942-12-29,"Y",74256,"http://www.moma.org/collection/works/74256","http://www.moma.org/media/W1siZiIsIjE3Nzg2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8c4ef6a92d915cb",NA,NA,NA,15.3,NA,NA,18.1,NA,NA
"Alufá Rufino","Dalton Paula","132719","(Brazilian, born 1982)","(Brazilian)","(1982)","(0)","()","2020","Oil, pencil, and gold leaf on two joined canvases","24 × 17 11/16"" (61 × 45 cm)","Gift of Marie-Josée and Henry R. Kravis","73.2020","Painting","Painting & Sculpture",2020-06-25,"Y",415339,"http://www.moma.org/collection/works/415339",NA,NA,NA,NA,61,NA,NA,45,NA,NA
"May's Blue Eye","Farah Al Qasimi","131770","(Emirati, born 1991)","(Emirati)","(1991)","(0)","(Female)","2020","Pigmented inkjet print","25 × 18"" (63.5 × 45.7 cm)","Gift of Joseph M. Cohen","TR16523","Photograph","Photography",2020-10-07,"N",418123,NA,NA,NA,0,NA,63.5001270003,NA,NA,45.7200914402,NA,NA
"Sisters at a Window","John Sloan","5471","(American, 1871–1951)","(American)","(1871)","(1951)","(Male)","1923","Etching","plate: 4 13/16 x 3 15/16"" (12.3 x 10 cm); sheet: 10 13/16 x 9 1/2"" (27.5 x 24.2 cm)","Gift of Abby Aldrich Rockefeller","1356.1940","Print","Drawings & Prints",1940-04-05,"N",76481,NA,NA,NA,NA,NA,12.3,NA,NA,10,NA,NA
"Strike Now! He's Fighting For You","Robert Gair Company","2050","(American)","(American)","(0)","(0)","()","1918","Lithograph","30 x 20"" (76.2 x 50.8 cm)","Gift of Abby Aldrich Rockefeller","1588.1940","Design","Architecture & Design",1940-04-05,"Y",8904,"http://www.moma.org/collection/works/8904",NA,NA,NA,NA,76.2,NA,NA,50.8,NA,NA
"Reich Apartments in the The Dwelling of our Time, German Building Exhibition, Berlin, Germany (Two floorplans)","Lilly Reich","8059","(German, 1885–1947)","(German)","(1885)","(1947)","(Female)","1931","Pencil on tracing paper","8 1/4 x 21 1/2"" (21 x 54.6 cm)","Lilly Reich Collection, Mies van der Rohe Archive","R9.99","Mies van der Rohe Archive","Architecture & Design",NA,"N",145342,NA,NA,NA,NA,NA,20.9550419101,NA,NA,54.6101092202,NA,NA
"ICEBOW, GREENLAND SEA","Stuart Klipper","3150","(American, born 1941)","(American)","(1941)","(0)","(Male)","1981","Chromogenic color print","11 7/8 × 38 1/8"" (30.3 × 96.8 cm)","Gift of the artist","196.1985","Photograph","Photography",1985-05-29,"N",48254,NA,NA,NA,NA,NA,30.3,NA,NA,96.8,NA,NA
"Weissenhof Apartment House, ""The Dwelling"" Exhibition, Stuttgart, Germany (Second floor plan)","Peter Behrens","438","(German, 1868–1940)","(German)","(1868)","(1940)","(Male)","1926-1927","Ink on print","16 1/2 x 25"" (41.9 x 63.5 cm)","Mies van der Rohe Archive, gift of the architect
","MR4.41","Mies van der Rohe Archive","Architecture & Design",NA,"Y",162608,"http://www.moma.org/collection/works/162608","http://www.moma.org/media/W1siZiIsIjI1NDE1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9c4e165a8eda94c",NA,NA,NA,41.9100838202,NA,NA,63.5001270003,NA,NA
"Untitled (Branch with Needles), in Les Arbres (3), from the editioned series of portfolios, Les Arbres (1-6)","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2004","Drypoint","plate: 10 1/2 x 6"" (26.7 x 15.2 cm); sheet: 13 1/16 x 8 1/16"" (33.1 x 20.4 cm)","Gift of the artist","47.2012","Print","Drawings & Prints",2012-02-07,"Y",150594,"http://www.moma.org/collection/works/150594","http://www.moma.org/media/W1siZiIsIjI2Njc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e73e3b363dd53e8f",NA,NA,NA,26.7,NA,NA,15.2,NA,NA
"Fear Management","General Idea","7474","(Canadian, 1969–1994)","(Canadian)","(1969)","(1994)","(Male)","1987","Portfolio of eight screenprints with hand additions","composition and sheet (each approx.): 32 15/16 x 21 15/16"" (83.7 x 55.8 cm)","Mary Joy Thompson Legacy Fund","1243.2008.1-8","Print","Drawings & Prints",2008-10-08,"Y",121440,"http://www.moma.org/collection/works/121440",NA,NA,NA,NA,83.7,NA,NA,55.8,NA,NA
"Untitled","Francis Alÿs","8383","(Belgian, born 1959)","(Belgian)","(1959)","(0)","(Male)","2002","Color photograph, post-it, ink, plastic sleeve","8 x 10"" (20.3 x 25.4 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds","208.2007.57","Photograph","Media and Performance",2007-04-11,"Y",134921,"http://www.moma.org/collection/works/134921","http://www.moma.org/media/W1siZiIsIjE5ODU4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45fdf14ecaf97b1e",NA,NA,NA,20.3200406401,NA,NA,25.4000508001,NA,NA
