"","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"109465","In-text plate (page 63) from Les Histoires du Petit Renaud","Pierre Bonnard","665","(French, 1867–1947)","(French)","(1867)","(1947)","(Male)","1927","One from an illustrated book with 52 line block and pochoir reproductions after pen and ink drawings (including duplicates on wrapper front and title page), printed in color","page (each): 11 x 8 3/4"" (28 x 22.2 cm)","The Louis E. Stern Collection","695.1964.35","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",155702,NA,NA,NA,NA,NA,28,NA,NA,22.2,NA,NA
"54630","Untitled (Self-Portrait with Camera)","George Platt Lynes","3648","(American, 1907–1955)","(American)","(1907)","(1955)","(Male)","n.d.","Gelatin silver print","9 7/8 x 8"" (25.1 x 20.4 cm)","Anonymous gift","1170.1979","Photograph","Photography","1979-12-13","N",57776,NA,NA,NA,NA,NA,25.1,NA,NA,20.4,NA,NA
"37234","Hôtel, 11 rue Saint-Merri","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1908","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1902","Photograph","Photography","1968-03-06","N",39883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125944","Wendingen letterhead (Letter to Jean Badovici)","Hendrikus Th. Wijdeveld","6363","(Dutch, 1885–1987)","(Dutch)","(1885)","(1987)","(Male)","1924","Letterpress","7 7/8 × 7 3/4"" (20 × 19.7 cm)","Elaine Lustig Cohen Collection, Gift of Lawrence Benenson and the Committee on Architecture and Design Funds","1519.2015","Design","Architecture & Design","2015-10-19","Y",198737,"http://www.moma.org/collection/works/198737",NA,NA,NA,NA,20.0025400051,NA,NA,19.6850393701,NA,NA
"124721","Cash from Chaos/Unicorns and Rainbows","Alex Bag, Patterson Beckwith","47579, 47578","(American, born 1969) (American, born 1972)","(American) (American)","(1969) (1972)","(0) (0)","(Female) (Male)","1994-97","Multi-channel video (color, sound)","Duration variable","Acquired through the generosity of Jill and Peter Kraus","259.2015.54","Video","Media and Performance Art","2015-03-30","Y",194876,"http://www.moma.org/collection/works/194876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116736","THE FOURTEEN STATIONS OF THE CROSS","Robert Cremean","1301","(American, born 1932)","(American)","(1932)","(0)","(Male)","(December 6, 1966-January 25, 1967)","Fourteen lithographs, printed in color","ea. approx. composition  22 1/16 x 15"" (56 x 38.1 cm)
ea. approx. sheet  22 1/16 x 15"" (56 x 38.1 cm)","Gift of Kleiner, Bell & Co.","1990.1967.4","Print","Prints & Illustrated Books","1974-01-10","N",172318,NA,NA,NA,NA,NA,56,NA,NA,38.1,NA,NA
"110746","25 Windows: A Portrait of Bonwit Teller","Lynn Hershman Leeson","39696","(American, born 1941)","(American)","(1941)","(0)","(Female)","1976","16mm film transferred to video (color, sound)","16 min.","The Modern Women's Fund","569.2012","Video","Media and Performance Art","2012-02-16","Y",159758,"http://www.moma.org/collection/works/159758","http://www.moma.org/media/W1siZiIsIjI1MTYzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2fcf0c1b7e4ccd78",NA,NA,NA,NA,NA,NA,NA,NA,960
"88617","Untitled from the Museum in Progress project Utopia Station","Trebor Scholz, Martha Rosler","31331, 6832","(American, born 1943)","() (American)","(0) (1943)","(0) (0)","(Male) (Female)","(newspapers published July 21 through August 17, 2003)","Two lithographs, offset printed",NA,"Linda Barth Goldstein Fund","514.2006.373a-b","Print","Prints & Illustrated Books","2006-06-01","N",104790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61061","Bosom Lady","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1948","Engraving, with hand additions","plate: 7 7/8 x 14 7/8"" (20 x 37.8 cm); sheet: 9 13/16 x 12 15/16"" (25 x 32.8cm) (dimensions reflect full plate size; this is a partial print)","Gift of the artist","246.1992.1","Print","Prints & Illustrated Books","1992-05-20","Y",65149,"http://www.moma.org/collection/works/65149","http://www.moma.org/media/W1siZiIsIjE1NTU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba534b93cc06c067",NA,NA,NA,20,NA,NA,37.8,NA,NA
"36188","Untitled from the series Lyric Suite","Robert Motherwell","4126","(American, 1915–1991)","(American)","(1915)","(1991)","(Male)","(1965)","Ink on Japanese paper","11 1/8 x 9"" (28.2 x 23.1 cm)","Gift of the artist in memory of Frank O'Hara","2387.1967","Drawing","Drawings","1967-12-13","Y",38792,"http://www.moma.org/collection/works/38792","http://www.moma.org/media/W1siZiIsIjEyMzg2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fa2497792a77e1f",NA,NA,NA,28.3,NA,NA,22.9,NA,NA
"12858","Plate (folio 4) from HISTOIRE DE L'AVEUGLE","Jean L'Anselme","3322","(French, 1919–2011)","(French)","(1919)","(2011)","(Male)","(1949)",NA,"irreg. composition  6 7/16 x 5"" (16.4 x 12.7 cm)","Joanne M. Stern Fund","237.1976.3","Illustrated Book","Prints & Illustrated Books","1976-05-11","N",14092,NA,NA,NA,NA,NA,16.4,NA,NA,12.7,NA,NA
"107782","Saturday Morning","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2001","Drypoint, with hand additions","plate: 10 7/8 x 8 3/8"" (27.6 x 21.3 cm); sheet: 15 1/2 x 11 3/16"" (39.4 x 28.4 cm)","Gift of the artist","1462.2012","Print","Prints & Illustrated Books","2012-10-03","Y",150486,"http://www.moma.org/collection/works/150486","http://www.moma.org/media/W1siZiIsIjI2MzcxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb5e8b518f65709e",NA,NA,NA,27.6,NA,NA,21.3,NA,NA
"9044","CRUTCH (plate, folio 40) from YOUR HOUSE IS MINE","Walter Sipser","7107","(American, born 1961)","(American)","(1961)","(0)","(Male)","1991","Screenprint, printed in black","irreg. composition  22 13/16 x 19 1/16"" (58 x 48.5 cm)","The Ralph E. Shikes Fund","30.1993.25","Illustrated Book","Prints & Illustrated Books","1993-01-18","N",10197,NA,NA,NA,NA,NA,58,NA,NA,48.5,NA,NA
"103746","Festons und Dekorative Gruppen","Unknown photographer","8595",NA,"()","(0)","(0)","()","1893","Collotype","11 9/16 x 8 7/16"" (29.3 x 21.4 cm)","The Family of Man Fund","184.1989.52","Photograph","Photography","1989-06-08","N",141607,NA,NA,NA,NA,NA,41,NA,NA,33,NA,NA
"117202","The Mile-High Illinois, project, Chicago, IL (Plan of the ground floor)","Frank Lloyd Wright","6459","(American, 1867–1959)","(American)","(1867)","(1959)","(Male)","1956","Ink, paint, pencil, and colored pencil on tracing paper","27 1/4 × 25"" (69.2 × 63.5 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)","FLW.DR.5617.008","Frank Lloyd Wright Archive","Architecture & Design",NA,"N",174037,NA,NA,NA,0,NA,69.2151384303,NA,NA,63.5001270003,NA,NA
"105566","Reich Apartments in the The Dwelling of our Time, German Building Exhibition, Berlin, Germany (Floorplan)","Lilly Reich","8059","(German, 1885–1947)","(German)","(1885)","(1947)","(Female)","1931","Pencil on tracing paper","6 1/2 x 7"" (16.5 x 17.8 cm)","Lilly Reich Collection, Mies van der Rohe Archive","R9.78","Mies van der Rohe Archive","Architecture & Design",NA,"N",145322,NA,NA,NA,NA,NA,16.5100330201,NA,NA,17.7800355601,NA,NA
"170","Church on the Water, Tomamu, Hokkaido, Japan, Elevation and plan, sketch","Tadao Ando","7055","(Japanese, born 1941)","(Japanese)","(1941)","(0)","(Male)","1985–1988","Crayon and ink on paper","12 x 12 3/4"" (30.5 x 32.4 cm)","Gift of the architect","139.1993","Architecture","Architecture & Design","1993-05-04","Y",223,"http://www.moma.org/collection/works/223","http://www.moma.org/media/W1siZiIsIjI0MDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=7683b20f77a820a7",NA,NA,NA,30.4801,NA,NA,32.3851,NA,NA
"81175","No Title (With the light...)","Raymond Pettibon","7500","(American, born 1957)","(American)","(1957)","(0)","(Male)","(n.d.)","Ink and colored ink on paper","25 1/2 x 19 3/4"" (64.8 x 50.2 cm)","Gift from the Collection of Patricia and Morris Orden","432.2003","Drawing","Drawings","2004-02-10","Y",89521,"http://www.moma.org/collection/works/89521","http://www.moma.org/media/W1siZiIsIjIyNzMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=594fa435a5db2f32",NA,NA,NA,64.7701,NA,NA,50.1651,NA,NA
"119162","March 2","Milan Knížák","29427","(Czech, born 1940)","(Czech)","(1940)","(0)","(Male)",NA,"11 photocopies",NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","3160.2008.85a-k","Print","Prints & Illustrated Books","2008-10-08","N",178998,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
"24220","In-text plate (page 199) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON","Raoul Dufy","1646","(French, 1877–1953)","(French)","(1877)","(1953)","(Male)","1931-1937","Lithograph, printed in color","irreg. composition  6 7/16 x 6 5/8"" (16.3 x 16.9 cm)","The Louis E. Stern Collection","820.1964.103","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",25592,NA,NA,NA,NA,NA,16.3,NA,NA,16.9,NA,NA
"30548","OH, LOLA, LOLA (double page in-text plate, folios 11 verso and 12) from PLENAS","Lorenzo Homar, Rafael Tufiño, Lorenzo Homar","2717, 5965, 2717","(American, born Puerto Rico 1913–2004) (American, 1922–2008) (American, born Puerto Rico 1913–2004)","(American) (American) (American)","(1913) (1922) (1913)","(2004) (2008) (2004)","(Male) (Male) (Male)","1955.  (Print executed 1954).","Woodcut, printed in black","irreg. composition  11 x 11 1/2"" (28 x 29.2 cm)","The Louis E. Stern Collection","1109.1964.8","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",31939,NA,NA,NA,NA,NA,28,NA,NA,29.2,NA,NA
"97096","Tactile Box","Ay-O","255","(Japanese, born 1931)","(Japanese)","(1931)","(0)","(Male)","1964","Painted cardboard box with screenprint, offset label, and rubber opening, containing foam rubber object","overall: 12 3/16 x 12 3/16 x 12 3/16"" (31 x 31 x 31 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","2054.2008","Multiple","Prints & Illustrated Books","2008-10-08","Y",128029,"http://www.moma.org/collection/works/128029","http://www.moma.org/media/W1siZiIsIjI1NjIxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1c89103c8d2b2208",NA,31,NA,31,NA,NA,31,NA,NA
"55106","Branches in Snow","Ansel Adams","60","(American, 1902–1984)","(American)","(1902)","(1984)","(Male)","c. 1932","Gelatin silver print, printed 1960","6 15/16 x 5 5/16"" (17.7 x 13.5 cm)","Gift of David H. McAlpin","1685.1968","Photograph","Photography","1968-05-01","N",58268,NA,NA,NA,NA,NA,17.7,NA,NA,13.5,NA,NA
"26499","Tailpiece (page 22) from LIVRET DE FOLASTRIES, À JANOT PARISIEN","Aristide Maillol","3697","(French, 1861–1944)","(French)","(1861)","(1944)","(Male)","1927-1940",NA,"irreg. composition  1 13/16 x 3 1/8"" (4.6 x 8 cm)","The Louis E. Stern Collection","905.1964.7","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",27872,NA,NA,NA,NA,NA,4.6,NA,NA,8,NA,NA
"114499","Postal Dossier (Dossier postale)","Alighiero Boetti","630","(Italian, 1940–1994)","(Italian)","(1940)","(1994)","(Male)","1969-70","Paperboard folder containing photocopies","folder: 13 3/4 x 9 13/16"" (35 x 25 cm)","Gift of Sperone Westwater","1268.2012.44","Print","Prints & Illustrated Books","2012-10-03","N",167342,NA,NA,NA,0,NA,35,NA,NA,25,NA,NA
"33158","René Bertelé","Jean Dubuffet","1633","(French, 1901–1985)","(French)","(1901)","(1985)","(Male)","(July-August) 1947","Ink on board","13 1/4 x 9 5/8"" (33.5 x 24.5 cm)","Gift of Heinz Berggruen, William S. Lieberman, and Klaus Perls in memory of Frank Perls, art dealer","166.1977","Drawing","Drawings","1977-04-20","Y",34980,"http://www.moma.org/collection/works/34980","http://www.moma.org/media/W1siZiIsIjI5Njk0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5d9d517cc9e77c2",NA,NA,NA,33.7,NA,NA,24.4,NA,NA
"30456","Duplicate of WILHELMINE (supplementary suite, plate 23) from D'ARIANE À ZOÉ","Valdo-Barbey (Valdo-Luis Barbey)","6056","(French, 1883–1965)","(French)","(1883)","(1965)","(Male)","1930","Lithograph, printed in black","irreg. composition  7 1/16 x 5"" (18 x 12.7 cm)","The Louis E. Stern Collection","1105.1964.49","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",31830,NA,NA,NA,NA,NA,18,NA,NA,12.7,NA,NA
"8397","Parkett no. 50/51","Various Artists","6107","(Various)","(Various)","(0)","(0)","()","1997","Journal with 5 special edition projects","page  10 x 8 1/4"" (25.5 x 21 cm)","Riva Castleman Endowment Fund, Lily Auchincloss Fund, and Gift of Parkett","21.1998.1-2.2x1","Illustrated Book","Prints & Illustrated Books","1998-03-05","Y",9547,"http://www.moma.org/collection/works/9547",NA,NA,NA,NA,25.5,NA,NA,21,NA,NA
"10371","THE HOSPITAL ROOM WAS CHOKED WITH FLOWERS/EVERYBODY LIKES FLOWERS/SURPLUS FLOWERS/THE ROOM...WAS FILLING UP WITH FLOWERS, plate 3 (three-page fold-out plate between pages 24 and 25) from THE WAY WE LIVE NOW","Howard Hodgkin","2679","(British, born 1932)","(British)","(1932)","(0)","(Male)","1990-1991","Lift ground aquatint, printed in color with tempera additions","composition  11 1/4 x 24 13/16"" (28.5 x 63 cm)",NA,"134.1991.A4","Illustrated Book","Prints & Illustrated Books","1991-05-22","N",11539,NA,NA,NA,NA,NA,28.5,NA,NA,63,NA,NA
"102361","Untitled","Kudzanai Chiurai","38241","(Zimbabwean, born 1981)","(Zimbabwean)","(1981)","(0)","(Male)","2008","Stencil in two parts",NA,"General Print Fund","406.2010.1-2","Print","Prints & Illustrated Books","2010-06-09","N",138628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38946","HÔTEL DU TILLET. RUE SAINT-ANDRÉ-DES-ARTS 52","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1900","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.3444","Photograph","Photography","1968-03-06","N",41596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34110","Study for Beast","David V. Hayes","2555","(American, 1931–2013)","(American)","(1931)","(0)","(Male)","1957","Watercolor on paper","19 3/4 x 26 1/2"" (50.2 x 67.4 cm)","Gift of the artist","313.1961","Drawing","Drawings","1961-11-08","Y",36223,"http://www.moma.org/collection/works/36223",NA,NA,NA,NA,50.2,NA,NA,67.3,NA,NA
"9853","Untitled, plate 9 of 9, from the illustrated book, Ode à ma mère","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1995","Drypoint","plate: 4 x 9 15/16"" (10.1 x 25.2cm); page: 11 7/8 x 11 7/8"" (30.1 x 30.1 cm)","Gift of the artist","72.1996.9","Illustrated Book","Prints & Illustrated Books","1996-03-12","Y",11015,"http://www.moma.org/collection/works/11015","http://www.moma.org/media/W1siZiIsIjE2NDIzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9d9a9d9dfc1acbb",NA,NA,NA,10.1,NA,NA,25.2,NA,NA
"42689","MASTER WILLIAM CHIEF (6 YEARS OLD), SON OF SALLIE FILLS THE PIPES, AT OGLALA","Eugene Buechel","853","(American, born Germany. 1874–1954)","(American)","(1874)","(1954)","(Male)","October 21, 1928","Gelatin silver print","9 1/2 x 5 1/2"" (24.3 x 14 cm)","Gift of David Wing, 1976","66.1977.26","Photograph","Photography","1977-03-10","N",45445,NA,NA,NA,NA,NA,24.3,NA,NA,14,NA,NA
"76469","Calotypes by D.O. Hill","David Octavius Hill","2648","(British, 1802–1870)","(British)","(1802)","(1870)","(Male)","1843-47","Calotype","6 x 4 5/16"" (15.2 x 11 cm)","Gift of Edward Steichen","75.1964.13","Photograph","Photography","1964-01-07","N",82956,NA,NA,NA,NA,NA,15.2,NA,NA,11,NA,NA
"115347","Tile Mosaic ""May Basket""","Frank Lloyd Wright","6459","(American, 1867–1959)","(American)","(1867)","(1959)","(Male)","c.1929","tile
","28 x 25 x 1/2"" (71.1 x 63.5 x 1.3 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)","1850.2012","Frank Lloyd Wright Archive","Architecture & Design","2012-10-15","N",169032,NA,NA,NA,1.27000254,NA,71.1201422403,NA,NA,63.5001270003,NA,NA
"21147","TCHITCHIKOV'S TOILETTE, plate LXI (facing page 198) from LES ÂMES MORTES","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","1923-1948","Etching, soft ground etching, and drypoint, printed in black","plate  10 7/8 x 8 11/16"" (27.7 x 22 cm)","The Louis E. Stern Collection","749.1964.B24","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",22518,NA,NA,NA,NA,NA,27.7,NA,NA,22,NA,NA
"51833","Juchitán, Mexico","Henri Cartier-Bresson","1000","(French, 1908–2004)","(French)","(1908)","(2004)","(Male)","1934","Gelatin silver print, printed 1986","9 3/4 x 14 3/16"" (24.7 x 36 cm)","Gift of the photographer","543.1987","Photograph","Photography","1987-12-10","N",54930,NA,NA,NA,NA,NA,24.7,NA,NA,36,NA,NA
"7774","Completion of Great Feat - Japan's First Around-the-World Flight","Shichiro Imatake","8437","(Japanese, 1905–2000)","(Japanese)","(1905)","(2000)","(Male)","1939","Lithograph","42 1/2 x 28 7/8"" (107.9 x 73.3 cm)","Gift of the designer","1597.2000","Design","Architecture & Design","2000-12-11","Y",8921,"http://www.moma.org/collection/works/8921",NA,NA,NA,NA,107.9,NA,NA,73.3,NA,NA
"16347","Plate (folio 8) from Six Geometric Figures and All Their Combinations, Volume I","Sol LeWitt","3528","(American, 1928–2007)","(American)","(1928)","(2007)","(Male)","1980","Etching from an illustrated book with sixty-three etchings","composition: 7 13/16 x 7 7/8"" (19.8 x 20 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)","Gift of Allen Skolnick","469.1982.7","Illustrated Book","Prints & Illustrated Books","1983-01-18","Y",17661,"http://www.moma.org/collection/works/17661","http://www.moma.org/media/W1siZiIsIjE5OTgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0df4e18daf30dbe3",NA,NA,NA,19.8,NA,NA,20,NA,NA
"107843","The Happy House, plate 7 of 7, from the portfolio, La Réparation","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2002","Drypoint","plate: 8 7/16 × 10 7/8"" (21.5 × 27.7 cm); sheet: 13 × 16"" (33 × 40.7 cm)","Gift of the artist","1457.2012","Print","Prints & Illustrated Books","2012-10-03","Y",150547,"http://www.moma.org/collection/works/150547","http://www.moma.org/media/W1siZiIsIjI2MzcxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5866404dc07a4c28",NA,NA,NA,21.5,NA,NA,27.7,NA,NA
"63406","Title Illustration (Titelbild) from The Robbers (Die Räuber)","Lovis Corinth","1243","(German, 1858–1925)","(German)","(1858)","(1925)","(Male)","(1923)","Lithograph from a portfolio of twelve lithographs","composition (irreg. ): 6 x 8 9/16"" (15.2 x 21.8 cm); sheet: 14 13/16 x 10 5/8"" (37.6 x 27 cm)","Gift of J. B. Neumann","363.1956.1","Print","Prints & Illustrated Books","1956-10-25","Y",67749,"http://www.moma.org/collection/works/67749","http://www.moma.org/media/W1siZiIsIjEyMDYxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=55503000cd208f6d",NA,NA,NA,15.2,NA,NA,21.8,NA,NA
"67011","Untitled, plate 10 of 14, from the portfolio, Autobiographical Series","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1994","Drypoint","plate: 11 x 8 9/16"" (28 x 21.7 cm); sheet: 26 x 18 1/16"" (66 x 45.8 cm)","Gift of the artist","600.1996","Print","Prints & Illustrated Books","1996-11-12","Y",71698,"http://www.moma.org/collection/works/71698","http://www.moma.org/media/W1siZiIsIjE1ODk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b54e4a20c9c868e8",NA,NA,NA,28,NA,NA,21.7,NA,NA
"16191","A Book of Silk Screen Prints","Robert Mangold","3723","(American, born 1937)","(American)","(1937)","(0)","(Male)","1977","Illustrated book with nine screenprints","page  11 3/4 x 27 1/4"" (29 x 69.3 cm)
Prints:  various dimensions.","Carol O. Selle Fund","466.1977.1-9","Illustrated Book","Prints & Illustrated Books","1977-11-10","Y",17504,"http://www.moma.org/collection/works/17504",NA,NA,NA,NA,29,NA,NA,69.3,NA,NA
"95673","Weed Study","Harry Callahan","924","(American, 1912–1999)","(American)","(1912)","(1999)","(Male)","1948","Gelatin silver print","2 5/16 x 2 3/16"" (5.8 x 5.5 cm)
","Gift of the photographer","1183.2009","Photograph","Photography","2009-10-07","Y",124517,"http://www.moma.org/collection/works/124517","http://www.moma.org/media/W1siZiIsIjE4Mzg2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e58c59d48b37c9a",NA,NA,NA,5.8,NA,NA,5.5,NA,NA
"78242","Peasants, costume design for Aleko (Scene III)","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","(1942)","Gouache, watercolor, and pencil on paper","12 5/8 x 20 3/8"" (32.1 x 51.8 cm)","Acquired through the Lillie P. Bliss Bequest","137.1945.27","Drawing","Drawings","1945-04-26","Y",85027,"http://www.moma.org/collection/works/85027","http://www.moma.org/media/W1siZiIsIjEwNDY2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd15d0e3318918c6",NA,NA,NA,32.0676,NA,NA,51.7526,NA,NA
